categories,subcategories,items,description,notes
7,7D,7D003.e.,"Computer-Aided-Design (CAD) ""software"" specially designed for the ""development"" of ""active flight control systems"", helicopter multi-axis fly-by-wire or fly-by-light controllers or helicopter ""circulation controlled anti-torque or circulation-controlled direction control systems"", whose ""technology"" is specified in 7E004.b.1., 7E004.b.3. to 7E004.b.5., 7E004.b.7., 7E004.b.8., 7E004.c.1. or 7E004.c.2.",
7,7D,7D004,"""Source code"" incorporating ""development""""technology"" specified in 7E004.a.2., 7E004.a.3., 7E004.a.5., 7E004.a.6. or 7E004.b., for any of the following:",
7,7D,7D004.a.,"Digital flight management systems for ""total control of flight"";",
7,7D,7D004.b.,Integrated propulsion and flight control systems;,
7,7D,7D004.c.,"""Fly-by-wire systems"" or ""fly-by-light systems"";",
7,7D,7D004.d.,"Fault-tolerant or self-reconfiguring ""active flight control systems"";",
7,7D,7D004.e.,Not used;,
7,7D,7D004.f.,Air data systems based on surface static data; or,
7,7D,7D004.g.,Three dimensional displays.,
7,7D,7D004.g.,,"7D004. does not control source code associated with common computer elements and utilities (e.g., input signal acquisition, output signal transmission, computer program and data loading, built-in test, task scheduling mechanisms) not providing a specific flight control system function."
7,7D,7D005,"""Software"" specially designed to decrypt ""satellite navigation system"" ranging code designed for government use.",
7,7D,7D101,"""Software"" specially designed or modified for the ""use"" of equipment specified in 7A001 to 7A006, 7A101 to 7A106, 7A115, 7A116.a., 7A116.b., 7B001, 7B002, 7B003, 7B102 or 7B103.",
7,7D,7D102,"Integration ""software"" as follows:",
7,7D,7D102.a.,"Integration ""software"" for the equipment specified in 7A103.b.;",
7,7D,7D102.b.,"Integration ""software"" specially designed for the equipment specified in 7A003 or 7A103.a.;",
7,7D,7D102.c.,"Integration ""software"" designed or modified for the equipment specified in 7A103.c.",
7,7D,7D102.c.,,"A common form of integration ""software"" employs Kalman filtering."
7,7D,7D103,"""Software"" specially designed for modelling or simulation of the ""guidance sets"" specified in 7A117 or for their design integration with the space launch vehicles specified in 9A004 or sounding rockets specified in 9A104.",
7,7D,7D103,,Software specified in 7D103 remains controlled when combined with specially designed hardware specified in 4A102.
7,7D,7D104,"""Software"" specially designed or modified for the operation or maintenance of ""guidance sets"" specified in 7A117.",
7,7D,7D104,,"7D104 includes ″software″, specially designed or modified to enhance the performance of ″guidance sets″ to achieve or exceed the accuracy specified in 7A117."
7,7E,7E001,"""Technology"" according to the General Technology Note for the ""development"" of equipment or ""software"", specified in 7A, 7B, 7D001, 7D002, 7D003, 7D005 and 7D101 to 7D103.",
7,7E,7E001,,7E001 includes key management technology exclusively for equipment specified in 7A005.a.
7,7E,7E002,"""Technology"" according to the General Technology Note for the ""production"" of equipment specified in 7A or 7B.",
7,7E,7E003,"""Technology"" according to the General Technology Note for the repair, refurbishing or overhaul of equipment specified in 7A001 to 7A004.",
7,7E,7E003,,"7E003 does not control technology for maintenance, directly associated with calibration, removal or replacement of damaged or unserviceable LRUs and SRAs of a civil aircraft as described in 'Maintenance Level I' or 'Maintenance Level II'.









N.B.





See Technical Notes to 7B001."
7,7E,7E003,,See Technical Notes to 7B001.
7,7E,7E004,"Other ""technology"" as follows:",
7,7E,7E004,,"'Primary flight control is aircraft stability or manoeuvring control using force/moment generators, i.e. aerodynamic control surfaces or propulsive thrust vectoring.'"
7,7E,7E004.a.1.,Not used;,
7,7E,7E004.a.2.,"Air data systems based on surface static data only, i.e., which dispense with conventional air data probes;",
7,7E,7E004.a.3.,"Three dimensional displays for ""aircraft"";",
7,7E,7E004.a.4.,Not used;,
7,7E,7E004.a.4.,,"'Primary flight control is aircraft stability or manoeuvring control using force/moment generators, i.e. aerodynamic control surfaces or propulsive thrust vectoring.'"
7,7E,7E004.a.4.,,"'A flight control optical sensor array is a network of distributed optical sensors, using laser beams, to provide real-time flight control data for on-board processing.'"
7,7E,7E004.a.7.,"""DBRN"" systems designed to navigate underwater, using sonar or gravity databases, that provide a positioning ""accuracy"" equal to or less (better) than 0,4 nautical miles;",
7,7E,7E004.a.7.,,'Flight path optimisation is a procedure that minimises deviations from a four-dimensional (space and time) desired trajectory based on maximising performance or effectiveness for mission tasks.'
7,7E,7E004.b.1.,"Photonic-based ""technology"" for sensing ""aircraft"" or flight control component state, transferring flight control data, or commanding actuator movement, ""required"" for ""fly-by-light systems""""active flight control systems"";",
7,7E,7E004.b.2.,Not used;,
7,7E,7E004.b.3.,"Real-time algorithms to analyse component sensor information to predict and preemptively mitigate impending degradation and failures of components within an ""active flight control system"";",
7,7E,7E004.b.3.,,7E004.b.3. does not control algorithms for purpose of off-line maintenance.
7,7E,7E004.b.4.,"Real-time algorithms to identify component failures and reconfigure force and moment controls to mitigate ""active flight control system"" degradations and failures;",
7,7E,7E004.b.4.,,"7E004.b.4. does not control algorithms for the elimination of fault effects through comparison of redundant data sources, or off-line pre-planned responses to anticipated failures."
7,7E,7E004.b.4.,,'Flight path optimisation is a procedure that minimises deviations from a four-dimensional (space and time) desired trajectory based on maximising performance or effectiveness for mission tasks.'
7,7E,7E004.b.4.,,a.
7,7E,7E004.b.4.,,'Flight path optimisation is a procedure that minimises deviations from a four-dimensional (space and time) desired trajectory based on maximising performance or effectiveness for mission tasks.'
7,7E,7E004.b.6.,Not used;,
7,7E,7E004.b.6.,,'Inner-loop refers to functions of active flight control systems that automate airframe stability controls.'
7,7E,7E004.b.6.,,'Inner-loop refers to functions of active flight control systems that automate airframe stability controls.'
7,7E,7E004.b.6.,,"'Abnormal changes in aircraft state include in-flight structural damage, loss of engine thrust, disabled control surface, or destabilising shifts in cargo load.'"
7,7E,7E004.b.8.,"""Technology""""required"" for deriving the functional requirements for ""fly-by-wire systems"" to achieve all of the following:",
7,7E,7E004.b.8.a.,"No loss of control of the ""aircraft"" in the event of a consecutive sequence of any two individual faults within the ""fly-by-wire system""; and",
7,7E,7E004.b.8.b.,"Probability of loss of control of the ""aircraft"" being less (better) than 1 x 10-9 failures per flight hour;",
7,7E,7E004.b.8.b.,,"7E004.b. does not control ""technology"" associated with common computer elements and utilities (e.g., input signal acquisition, output signal transmission, computer program and data loading, built-in test, task scheduling mechanisms) not providing a specific flight control system function."
7,7E,7E004.b.8.b.,,"'Variable geometry airfoils use trailing edge flaps or tabs, or leading edge slats or pivoted nose droop, the position of which can be controlled in flight.'"
7,7E,7E004.c.1.,"Multi-axis fly-by-wire or fly-by-light controllers, which combine the functions of at least two of the following into one controlling element:",
7,7E,7E004.c.1.a.,Collective controls;,
7,7E,7E004.c.1.b.,Cyclic controls;,
7,7E,7E004.c.1.c.,Yaw controls;,
7,7E,7E004.c.2.,"""Circulation-controlled anti-torque or circulation-controlled direction control systems"";",
7,7E,7E004.c.2.,,"'Variable geometry airfoils use trailing edge flaps or tabs, or leading edge slats or pivoted nose droop, the position of which can be controlled in flight.'"
7,7E,7E101,"""Technology"" according to the General Technology Note for the ""use"" of equipment specified in 7A001 to 7A006, 7A101 to 7A106, 7A115 to 7A117, 7B001, 7B002, 7B003, 7B102, 7B103, 7D101 to 7D103.",
7,7E,7E102,"""Technology"" for protection of avionics and electrical subsystems against electromagnetic pulse (EMP) and electromagnetic interference (EMI) hazards, from external sources, as follows:",
7,7E,7E102.a.,"Design ""technology"" for shielding systems;",
7,7E,7E102.b.,"Design ""technology"" for the configuration of hardened electrical circuits and subsystems;",
7,7E,7E102.c.,"Design ""technology"" for the determination of hardening criteria of 7E102.a. and 7E102.b.",
7,7E,7E104,"""Technology"" for the integration of the flight control, guidance, and propulsion data into a flight management system for optimisation of rocket system trajectory.",
8,8A,8A001,"Submersible vehicles and surface vessels, as follows:",
8,8A,8A001,,"For the control status of equipment for submersible vehicles, see:







—



Category 6 for sensors






Categories 7 and 8 for navigation equipment


Category 8A for underwater equipment."
8,8A,8A001.N.B.—,Category 6 for sensors;,
8,8A,8A001.a.,"Manned, tethered submersible vehicles designed to operate at depths exceeding 1 000 m;",
8,8A,8A001.a.,,"'1.For the purposes of 8A001.b., operate autonomously means fully submerged, without snorkel, all systems working and cruising at minimum speed at which the submersible can safely control its depth dynamically by using its depth planes only, with no need for a support vessel or support base on the surface, sea-bed or shore, and containing a propulsion system for submerged or surface use.', '2.For the purposes of 8A001.b., range means half the maximum distance a submersible vehicle can operate autonomously.'"
8,8A,8A001.b.1.,Designed to 'operate autonomously' and having a lifting capacity of all of the following:,
8,8A,8A001.b.1.a.,10% or more of their weight in air; and,
8,8A,8A001.b.1.b.,15 kN or more;,
8,8A,8A001.b.2.,Designed to operate at depths exceeding 1 000 m; or,
8,8A,8A001.b.3.,Having all of the following:,
8,8A,8A001.b.3.a.,Designed to continuously 'operate autonomously' for 10 hours or more; and,
8,8A,8A001.b.3.b.,'Range' of 25 nautical miles or more;,
8,8A,8A001.c.,"Unmanned submersible vehicles, as follows:",
8,8A,8A001.c.1.,Unmanned submersible vehicles having any of the following:,
8,8A,8A001.c.1.a.,Designed for deciding a course relative to any geographical reference without real-time human assistance;,
8,8A,8A001.c.1.b.,Acoustic data or command link; or,
8,8A,8A001.c.1.c.,Optical data or command link exceeding 1 000 m;,
8,8A,8A001.c.2.,"Unmanned submersible vehicles, not specified in 8A001.c.1, having all of the following:",
8,8A,8A001.c.2.a.,Designed to operate with a tether;,
8,8A,8A001.c.2.b.,Designed to operate at depths exceeding 1 000 m;,
8,8A,8A001.c.2.c.,Having any of the following:,
8,8A,8A001.d.,Not used;,
8,8A,8A001.e.,Ocean salvage systems with a lifting capacity exceeding 5 MN for salvaging objects from depths exceeding 250 m and having any of the following:,
8,8A,8A001.e.1.,Dynamic positioning systems capable of position keeping within 20 m of a given point provided by the navigation system; or,
8,8A,8A001.e.2.,"Seafloor navigation and navigation integration systems, for depths exceeding 1 000 m and with positioning ""accuracies"" to within 10 m of a predetermined point;",
8,8A,8A001.f.,Not used;,
8,8A,8A001.g.,Not used;,
8,8A,8A001.h.,Not used;,
8,8A,8A001.i.,Not used.,
8,8A,8A002,"Marine systems, equipment and components, as follows:",
